بْياخْدوا تِعْليم جِنِس بِالمدْرسِة.‌,They take sex education at school.,,,,,,,,,808
جِنْسية,nationality,,noun,,,,,,,809
عِنْدي جِنْسية وِحْدِة.‌,I have one nationality.,,,,,,,,,810
جْنوب,south,,noun (no plural),,,,,,,811
بْعيش بِالجّْنوب.‌,I live in the south.,,,,,,,,,812
جْنَيْنِة,garden,,noun,,,,,,,813
سِتّي عِنْدا جْنَيْنِة حِلْوِة.‌,My grandmother has a nice garden.,,,,,,,,,814
جِهة,side;direction,,noun,,,,,,,815
ضربِت الجِّهة الشّْمال مِن سِيّارْتي.‌,I hit the left side of my car.,,,,,,,,,816
جهّز,prepare;make ready,,verb,imperfect,يْجهِّز,,,,,817
جهّزِت كيْك.‌,I prepared a cake.,,,,,,,,,818
جَواب,answer,,noun,plural,أجْوِبِة,,,,,819
كتب الجَّواب الصّحيح عالوَرْقة.‌,He wrote the correct answer on the paper.,,,,,,,,,820
جوْز,husband;pair,,noun,plural,جْواز,,,,,821
جَوْزا دُكْتور.‌,Her husband is a doctor.,,,,,,,,,822
شْتريْت جوْز صُبّاط.‌,I bought a pair of shoes.,,,,,,,,,823
جَيْبِة,pocket,,noun,plural,جْيوب,,,,,824
حطّيْت المصاري بِجَيْبْتي.‌,I put the money in my pocket.,,,,,,,,,825
جيْش,army,,noun,plural,جْيوش,,,,,826
الجّيْش بْيِحْمي البلد.‌,The army protects the country.,,,,,,,,,827
حاجِة,need,,noun,,,,,,,828
الميّ حاجِة.‌,Water is a need.,,,,,,,,,829
بِحاجِة لـ‌,in need of,,adverb,,,,,,,830
أنا بِحاجِة لمُساعدِة.‌,I need help.,,,,,,,,,831
حادّ,sharp,,adjective,,,,,,,832
السِّكينِة حادِّة.‌,The knife is sharp.,,,,,,,,,833
حادِث,accident;incident,,noun,plural,حَوادِث,,,,,834
تْأخّر لِأنّ كان في حادِث عَ طريقو.‌,He was late because there was an accident on his way.,,,,,,,,,835
حارب,fight;battle,,verb,imperfect,يْحارِب,,,,,836
جِدّي حارب بِالحرِب.‌,My grandfather fought during the war.,,,,,,,,,837
حاضِر,present,,adjective,,,,,,,838
ما كِنِت حاضِر بِالعِرِس.‌,I was not present at the wedding.,,,,,,,,,839
حاكِم,ruler;governor,,noun,plural,حِكّام,,,,,840
الحاكِم عادِل.‌,The ruler is fair.,,,,,,,,,841
حالِة,case,,noun,plural,أحْوال,,,,,842
الحالِة صعْبِة.‌,The case is difficult.,,,,,,,,,843
حالو,oneself,,adverb,,,,,,,844
مْهِمّ إنّو الشّخِص يَعْرِف حالو.‌,It is important that one know oneself.,,,,,,,,,845
حاوَل,try;attempt,,verb,imperfect,يْحاوِل,,,,,846
عم حاوِل إطْبُخ أكِل لِبْناني.‌,I'm trying to cook Lebanese food.,,,,,,,,,847
حبّ,like;love,,verb,imperfect,يْحِبّ,,,,,848
بيحِبّ يِقْرا كُتُب.‌,He likes reading books.,,,,,,,,,849
سِتّي بِتْحِبّ بْسَيْناتا.‌,My grandmother loves her cats.,,,,,,,,,850
حُبّ,love,,noun (no plural),,,,,,,851
الحُبّ أعْمى.‌,Love is blind.,,,,,,,,,852
حبِس,prison,,noun,plural,حْبوسِة,,,,,853
البوْليس حطّو بِالحبِس.‌,The police put him in prison.,,,,,,,,,854
حبْلِة,rope,,noun,plural,حْبال,,,,,855
فِيي ساعْدك تُرْبُط الحبْلِة.‌,I can help you tie the rope.,,,,,,,,,856
حبيبي‌,my darling;sweetie,,noun; m.,plural,حبابي,,,,,857
كيفك حبيبي؟‌,How are you;darling?,,,,,,,,,858
حبيبْتي‌,my darling;sweetie,,noun; f.,plural,حبيباتي,,,,,859
"تعي لهوْن، حبيبْتي!‌",Come here;darling!,,,,,,,,,860
حْتَوى عَ,contain,,verb,imperfect,يِحْتِوي,,,,,861
العِلْبِة بْتِحْتِوي على صُوَر قديمِة.‌,The box contains old photos.,,,,,,,,,862
حجْرة,stone;rock,,noun,plural,حْجار,,,,,863
الصّبي رمى حجْرة عالكلِب.‌,The boy threw a rock at the dog.,,,,,,,,,864
حجز,book;reserve,,verb,imperfect,يِحْجُز,,,,,865
حجزِت غِرْفة بِالفُنْدُق.‌,I booked a room at the hotel.,,,,,,,,,866
حدّ,next to;alongside;along,,preposition,,,,,,,867
قعد حدّي.‌,He sat next to me.,,,,,,,,,868
إمْشي حدّي.‌,Walk alongside me.,,,,,,,,,869
حدا,someone;somebody,,pronoun,,,,,,,870
في حدا عالباب.‌,Someone is at the door.,,,,,,,,,871
أيّ حدا‌,anyone;anybody,,pronoun,,,,,,,872
بيصدِّق أيّ حدا.‌,He believes anybody.,,,,,,,,,873
ما حدا‌,no one;nobody,,pronoun,,,,,,,874
ما حدا بدّو حرِب.‌,Nobody wants war.,,,,,,,,,875
حْدعِش,eleven,,number,,,,,,,876
الحفْلِة بِتْبلِّش عالِحْدعِش.‌,The party starts at 11 (o'clock).,,,,,,,,,877
حْدود,border,,plural noun,,,,,,,878
قطعوا الِحْدود بِاللّيْل.‌,They crossed the border at night.,,,,,,,,,879
حديد,iron,,noun,plural,حدايِد,,,,,880
المطْرقة معْمولِة مِن حديد.‌,The hammer is made of iron.,,,,,,,,,881
حديقة,(public) park,,noun,plural,حدايِق,,,,,882
أخدِت وْلادي عالحديقة.‌,I took my kids to the park.,,,,,,,,,883
حديْقِةْ حَيَوانات‌,zoo,,noun,plural,حدايِق حَيَوانات,,,,,884
شِفِت فيل بِحديقِةْ الحَيَوانات.‌,I saw an elephant in the zoo.,,,,,,,,,885
حذِر,careful,,adverb,,,,,,,886
لازِم تْكون حذِر بسّ تِقْطع الشّارِع.‌,You should be careful when you cross the street.,,,,,,,,,887
حُرّ,free,,adjective,,,,,,,888
ترك الحبِس وصار حُرّ.‌,He left prison and became free.,,,,,,,,,889
حرارة,temperature;fever,,noun,,,,,,,890
حرارْتو رْتفعِت.‌,His temperature has risen.,,,,,,,,,891
حرامي,criminal;thief,,noun,plural,حرامية,,,,,892
الحرامية سرقوا البنْك بِاللّيْل.‌,The thieves robbed the bank at night.,,,,,,,,,893
حرِب,war,,noun; f.,plural,حْروب,,,,,894
ترك البلد بِسبب الحرِب.‌,He left the country because of the war.,,,,,,,,,895
حرّر,free;set free,,verb,imperfect,يْحرِّر,,,,,896
حرّر العصْفور.‌,He set the bird free.,,,,,,,,,897
حرْف,letter,,noun,plural,أحْرُف,,,,,898
في خمْس أحْرُف بِإسْمي.‌,There are five letters in my name.,,,,,,,,,899
حرق,burn,,verb,imperfect,يِحْرُق,,,,,900
الشّمْعة حرقِتْلو إيدو.‌,The candle burned his hand.,,,,,,,,,901
حِرِق,(wound) burn,,noun,plural,حْروق,,,,,902
حطِّت دَوا عَ حِرِق الصّبي.‌,She put some medicine on the boy's burn.,,,,,,,,,903
حرّك,move,,verb,imperfect,يْحرِّك,,,,,904
حرّكِت الكِرْسِة.‌,I moved the chair.,,,,,,,,,905
حركِة,movement;move,,noun,,,,,,,906
عِنْدو حركات حِلْوِة لمّا يِرْقُص.‌,He has nice moves when he dances.,,,,,,,,,907
حُرّية,freedom,,noun,,,,,,,908
البلد أخدِت حُرِّيِتا.‌,The country gained its freedom.,,,,,,,,,909
حريق,fire,,noun,plural,حرايِق,,,,,910
خلّصُن مِن الحريق.‌,He saved them from the fire.,,,,,,,,,911
حْزَيْران,June,,noun (no plural),,,,,,,912
خْلِقِت بِحْزَيْران.‌,I was born in June.,,,,,,,,,913
حزين,sad,,adjective,plural,حزانا,,,,,914
قريْت قُصّة كْتير حزينِة.‌,I read a very sad story.,,,,,,,,,915
حسّ حالو,feel,,verb,imperfect,يْحِسّ,,,,,916
حاسِس حالو مْنيح لِأنّ نام مْنيح.‌,He feels good because he slept well.,,,,,,,,,917
بِتْحِسّ حالا وَحيدِة لمّا يْروح جَوْزا.‌,She feels lonely when her husband leaves.,,,,,,,,,918
حسب,count;calculate,,verb,imperfect,يِحْسُب,,,,,919
الإسْتاذ حسب الأجْوِبِة الصّحيحة.‌,The teacher counted the correct answers.,,,,,,,,,920
حسب,according to,,preposition,,,,,,,921
"حسب الأخْبار، مزْبوط.‌",According to the news;it's true.,,,,,,,,,922
حْصان,horse,,noun,plural,أحِصْنِة,,,,,923
الِحْصان عم ياكُل جزرة.‌,The horse is eating a carrot.,,,,,,,,,924
حِصّة,portion;share;stake;(stock) share,,noun,plural,حِصص,,,,,925
عطَيْنا كِلّ واحد حِصّْتو.‌,We gave each one his share.,,,,,,,,,926
شْترى حِصص بِالشِّرْكِة.‌,He bought shares in the company.,,,,,,,,,927
حِصِل عَ,get;obtain,,verb,imperfect,يِحْصل,,,,,928
حِصْلِت عَ دوْر بِالفيلْم.‌,She got a role in the movie.,,,,,,,,,929
حضّر,prepare;make ready,,verb,imperfect,يْحضِّر,,,,,930
حضّرِت كيْك.‌,I prepared a cake.,,,,,,,,,931
حِضِر,watch,,verb,imperfect,يِحْضر,,,,,932
حْضِرِت المُباراةْ عالتّي في.‌,I watched the game on TV.,,,,,,,,,933
حطّ,put;place;set,,verb,imperfect,يْحُطّ,,,,,934
حطّ الِوْرود عالطّاوْلِة.‌,He put the flowers on the table.,,,,,,,,,935
حظّ,luck,,noun,plural,حْظوظ,,,,,936
بِتْمنّالك حظّ مْنيح.‌,I wish you good luck.,,,,,,,,,937
حفْلِة,party,,noun,,,,,,,938
الحفْلِة بِتْبلِّش مْأخّر.‌,The party starts late.,,,,,,,,,939
حفْلِةْ العيد ميلاد‌,birthday party,,noun,,,,,,,940
حفْلِةْ العيد ميلاد بعْد الضُّهُر.‌,The birthday party is in the afternoon.,,,,,,,,,941
حقّ,cost;amount due;right;correctness;rightness,,noun,plural,حْقوق,,,,,942
قدّيْش حقّ هَيْدا الِكْتاب؟‌,How much does that book cost?,,,,,,,,,943
حقّك تِرْتاح.‌,It is your right to rest.,,,,,,,,,944
معو حقّ‌,be right,,pseudo-verb,,,,,,,945
معك حقّ!‌,You're right!,,,,,,,,,946
الحقّ عليْه‌,be wrong,,pseudo-verb,,,,,,,947
الحقّ عليّي؟‌,Am I wrong?,,,,,,,,,948
حقيقة,reality;fact,,noun,plural,حقايِق,,,,,949
كْتشفِت الحقايِق لحالي.‌,I discovered the facts for myself.,,,,,,,,,950
بِالحقيقة‌,actually;in reality;as a matter of fact,,adverb,,,,,,,951
"قالِت إنّو بْتِسْبح مْنيح، بسّ بِالحقيقة ما بْتعْرِف.‌",She said that she swims well;but in reality;she doesn't know how to.,,,,,,,,,952
حقيقي,real,,adjective,,,,,,,953
قُصِّةْ الفيلْم حقيقية.‌,The story of the movie is real.,,,,,,,,,954
حُكُم,(punishment) sentence,,noun,plural,أحْكام,,,,,955
الحُكُم ما كان عادِل.‌,The sentence wasn't fair.,,,,,,,,,956
حكم,rule;sentence,,verb,imperfect,يِحْكُم,,,,,957
الملِكِة بْتِحْكُم البلد.‌,The queen rules the country.,,,,,,,,,958
حكموه لسِنِة بِالحبِس.‌,They sentenced him to one year in prison.,,,,,,,,,959
حِكي,speak;talk,,verb,imperfect,يِحْكي,,,,,960
بْيِحْكي كذا لُغة.‌,He speaks many languages.,,,,,,,,,961
خلّينا نِحْكي عنّو!‌,Let's talk about it!,,,,,,,,,962
حكي,speech;talking,,noun,plural,حكْيات,,,,,963
الوَلد الصّْغير عِنْدو مشاكِل بِالحكي.‌,The little boy has speech problems.,,,,,,,,,964
حكيم,doctor,,noun,plural,حِكما,,,,,965
لازِم تْشوف حكيم.‌,You should see a doctor.,,,,,,,,,966
حِلِم,dream,,verb,imperfect,يِحْلم,,,,,967
بْتِحْلم تْصير مشْهورة.‌,She dreams of becoming famous.,,,,,,,,,968
حِلِم,dream,,noun,plural,أحْلام,,,,,969
عن شو كان حِلْمك؟‌,What was your dream about?,,,,,,,,,970
حِلو,beautiful;pretty;nice;sweet,,adjective,elative,أحْلى,,plural,حِلْوين,,971
هِيِّ مرا حِلْوِة.‌,She's a pretty woman.,,,,,,,,,972
الطّقِس حِلو اليوْم.‌,The weather is nice today.,,,,,,,,,973
هَيْدا الكيْك كْتير حِلو.‌,This cake is very sweet.,,,,,,,,,974
حليب,milk,,noun,,,,,,,975
الطُّفُل بْيِشْرب حليب الصُّبُح.‌,The child drinks milk in the morning.,,,,,,,,,976
حماسي,exciting,,adjective,,,,,,,977
المُباراةْ كانِت حماسية.‌,The game was exciting.,,,,,,,,,978
حمّام,bathroom;restroom,,noun,,,,,,,979
ما بيحِبّ يِسْتعْمِل الحمّامات العامِّة.‌,He doesn't like to use public restrooms.,,,,,,,,,980
حِمِل,hold;carry,,verb,imperfect,يِحمُل,,,,,981
الإمّ حِمْلِت البيْبي.‌,The mother held the baby.,,,,,,,,,982
حِمْلِت الإمّ إبْنا عالتّخِت.‌,The mother carried her son to the bed.,,,,,,,,,983
حمى,protect,,verb,imperfect,يِحْمي,,,,,984
البوْليس حموا البيْت.‌,The police protected the house.,,,,,,,,,985
حَوالي,around;about;approximately,,adverb,,,,,,,986
"بعْد حَوالي خمْس دْقايِق، وِصْلِت.‌",After about five minutes;she arrived.,,,,,,,,,987
حَوالى,around;about,,preposition,,,,,,,988
كان هونيك حَوالى السّاعة أرْبْعة.‌,He was there around four o'clock.,,,,,,,,,989
حَوْزِة,reach;possession,,noun,,,,,,,990
خلّي الأدْوية بْعيد عن حَوْزِةْ الأطْفال.‌,Keep medications out of the reach of children.,,,,,,,,,991
حَوْل,around,,preposition,,,,,,,992
قْعِدوا حَوْل الطّاوْلِة.‌,Sit around the table.,,,,,,,,,993
حيّ,neighborhood,,noun,plural,أحْياء,,,,,994
بْعيش بِحيّ رايِق.‌,I live in a quiet neighborhood.,,,,,,,,,995
حَياةْ,life,,noun; f.,,,,,,,996
سْتمْتِع بِحَياتك!‌,Enjoy your life!,,,,,,,,,997
حيْط,wall,,noun,plural,حيطان,,,,,998
المْعلّْمِة قاصصِت التِّلْميذ عالحيْط.‌,The teacher punished the student [by making him stand] against the wall.,,,,,,,,,999
حَيَلّا,any,,determiner,,,,,,,1000
خْتار حَيَلّا لوْن.‌,Choose any color.,,,,,,,,,1001
حَيَلّا حدا‌,anyone,,pronoun,,,,,,,1002
بيصدِّق حَيَلّا حدا.‌,He believes anyone.,,,,,,,,,1003
حَيَلّا شي‌,anything,,pronoun,,,,,,,1004
بدّي إحْضر حَيَلّا شي عالتِّلْفِزْيوْن.‌,I want to watch anything on TV.,,,,,,,,,1005
حَيَلّا وَقِت‌,anytime,,adverb,,,,,,,1006
فيك تْزورْني حَيَلّا وَقِت.‌,You can visit me anytime.,,,,,,,,,1007
حَيَوان,animal,,noun,,,,,,,1008
هَيْدا الحَيَوان خطير.‌,This animal is dangerous.,,,,,,,,,1009
حَيَوان أليْف‌,pet,,noun,,,,,,,1010
ما عِنْدي حَيَوان أليف.‌,I don't have a pet.,,,,,,,,,1011
خاتِم,ring,,noun,plural,خَواتِم,,,,,1012
شْتريْت خاتِم غالي.‌,I bought an expensive ring.,,,,,,,,,1013
خاصّ,private,,adjective,,,,,,,1014
المُمثِّل ما بيحِبّ يِحْكي عن حَياتو الخاصّة.‌,The actor doesn't like to talk about his private life.,,,,,,,,,1015
خاصّ فِيو‌,own,,adjective,,,,,,,1016
عِنْدي أوضة خاصّة فِيي.‌,I have my own bedroom.,,,,,,,,,1017
خاف مِن,be afraid of;fear,,verb,imperfect,يْخاف,,,,,1018
أكتريةْ الأطْفال بيخافوا مِن العتْمِة.‌,Most children are afraid of the dark.,,,,,,,,,1019
خال,(maternal) uncle,,noun,plural,خْوال,,,,,1020
خالي عايِش بِأميْرْكا.‌,My uncle lives in America.,,,,,,,,,1021
خالِة,(maternal) aunt,,noun,,,,,,,1022
ميرْنا بِتْحِبّ خالِتا.‌,Mirna loves her aunt.,,,,,,,,,1023
خالْتو,(maternal) auntie,,noun (no plural); f.,,,,,,,1024
"خالْتو، نامي عِنّا اليوْم.‌",Auntie;sleep at our house today!,,,,,,,,,1025
خايِف,afraid;fearful,,adjective,,,,,,,1026
خايِف مِن‌,afraid of,,active participle,,,,,,,1027
الوَلد خايِف مِن العتْمِة.‌,The child is afraid of the dark.,,,,,,,,,1028
خبر,piece of news,,noun,plural,أخْبار,,,,,1029
نْفعل بسّ سِمِع الخبر.‌,He got excited when he heard the news.,,,,,,,,,1030
الأخْبار‌,the news,,plural noun,,,,,,,1031
الأخْبار بِتْبلِّش عالتّْمانِة.‌,The news starts at eight o'clock.,,,,,,,,,1032
خِبِز,bread,,noun,,,,,,,1033
أكلِت كْتير خِبِز.‌,I ate too much bread!,,,,,,,,,1034
خِبْزة,piece of bread,,noun,,,,,,,1035
بْحِبّ آكُل شقْفِة خِبْزِة مع الشّوْرْبة.‌,I like to eat a piece of bread with soup.,,,,,,,,,1036
خبط,hit,,verb,imperfect,يِخْبُط,,,,,1037
السِّيارة خبطِت الشّجْرة.‌,The car hit the tree.,,,,,,,,,1038
خبّط,knock,,verb,imperfect,يْخبِّط,,,,,1039
خبّطِت عالباب تْلات مرّات.‌,I knocked on the door three times.,,,,,,,,,1040
خبّى,hide,,verb,imperfect,يْخبّي,,,,,1041
خبِّت الِكْتاب وَرا خْزانِةْ الكُتُب.‌,She hid the book behind the bookcase.,,,,,,,,,1042
خْتار,choose;select;pick,,verb,imperfect,يِخْتار,,,,,1043
خْتار هْدية لمرْتو.‌,He chose a gift for his wife.,,,,,,,,,1044
خْترع,invent,,verb,imperfect,يِخْتِرِع,,,,,1045
الكُمْبْيوتِر كان كْتير كْبير لمّن خْترعوه.‌,The computer was very big when they invented it.,,,,,,,,,1046
ختم,stamp,,verb,imperfect,يِخْتُم,,,,,1047
ختمِت الرِّسالِة.‌,She stamped the letter.,,,,,,,,,1048
خِتْيار,old,,adjective,plural,خِتْيارية,,,,,1049
الرِّجال الخِتْيار بْيِلْبُس عْوَيْنات.‌,The old man wears glasses.,,,,,,,,,1050
ختْيَر,grow old;age,,verb,imperfect,يْختْيِر,,,,,1051
بِتْصير الذّاكْرة ضْعيفِة بسّ الواحد يْختْيِر.‌,One's memory becomes weak as one ages.,,,,,,,,,1052
خدّ,cheek,,noun,plural,خْدود,,,,,1053
خيّي عِنْدو علامِة عَ خدّو اليَمين.‌,My brother has a mark on his right cheek.,,,,,,,,,1054
خدع,deceive;fool,,verb,imperfect,يِخْدع,,,,,1055
ما تْخلّي حدا يِخْدعك.‌,Don't let anybody fool you.,,,,,,,,,1056
خدم,serve,,verb,imperfect,يِخْدُم,,,,,1057
الباص بْيِخْدُم مدينِة وِحْدِة.‌,The bus serves one city.,,,,,,,,,1058
خرّب,destroy;damage,,verb,imperfect,يْخرِّب,,,,,1059
العاصْفِة خرّبِت الزّرِع.‌,The storm destroyed the plants.,,,,,,,,,1060
خروف,sheep,,noun,plural,خْواريف,,,,,1061
عدّيْت الِخْواريف.‌,I counted the sheep.,,,,,,,,,1062
خريطة,map,,noun,plural,خرايِط,,,,,1063
بدّي خريطة للاقي البيْت.‌,I want a map to find the house.,,,,,,,,,1064
خريف,autumn;fall,,noun,,,,,,,1065
وْراق الشّجر بْيوقعوا بِالخريف.‌,Leaves fall in autumn.,,,,,,,,,1066
خْزانِة,closet;wardrobe;cupboard,,noun,,,,,,,1067
حطّيْت تْيابي بِالِخْزانِة.‌,I put my clothes in the closet.,,,,,,,,,1068
الِبْهارات بِالِخْزانِة.‌,The peppers are in the cupboard.,,,,,,,,,1069
خْزانِةْ كُتُب‌,bookcase,,noun,,,,,,,1070
ليْش ما في وَلا كْتاب بِخْزانِةْ الكُتُب؟‌,Why aren't there any books in the bookcase?,,,,,,,,,1071
خزّن,store,,verb,imperfect,يْخزِّن,,,,,1072
خزّن أكِل لبعْديْن.‌,He stored food for later.,,,,,,,,,1073
خزْنِة,safe,,noun,,,,,,,1074
بِتْخبّي الدّهب بِالخزْنِة.‌,She hides gold in a safe.,,,,,,,,,1075
خِسِر,lose,,verb,imperfect,يِخْسر,,,,,1076
خِسِر شِغْلو.‌,He lost his job.,,,,,,,,,1077
خضّ,shake,,verb,imperfect,يْخُضّ,,,,,1078
خُضّ الدَّوا مْنيح.‌,Shake the medicine well.,,,,,,,,,1079
خُضْرة,vegetables,,collective noun,plural,خُضار,,,,,1080
بِنْتي ما بْتاكُل خُضرة.‌,My daughter won't eat vegetables.,,,,,,,,,1081
خطّ,handwriting;line;phone line,,noun,plural,خْطوط,,,,,1082
خطّك كْتير حِلو.‌,Your handwriting is very nice.,,,,,,,,,1083
حُطّ خطّ تحْت الكِلْمِة.‌,Put a line under the word.,,,,,,,,,1084
الخطّ مشْغول.‌,The line is busy.,,,,,,,,,1085
خطأ,mistake,,noun,plural,أخْطاء,,,,,1086
تْعلّم مِن أخْطاءو.‌,He learned from his mistakes.,,,,,,,,,1087
خِطاب,speech,,noun,,,,,,,1088
عطِت خِطاب بِعِرْسا.‌,She gave a speech at her wedding.,,,,,,,,,1089
خطْوِة,step,,noun,,,,,,,1090
أخد خطْوِة بِإتِّجاه الباب.‌,He took a step toward the door.,,,,,,,,,1091
خطيب,(male) fiancé,,noun,plural,خِطّاب,,,,,1092
قابلِت خطيبا بِالجّامْعة.‌,She met her fiancé at university.,,,,,,,,,1093
خطيبة,(female) fiancée,,noun,,,,,,,1094
بعْرِف خطيبْتو مِن المدْرسِة.‌,I know his fiancée from school.,,,,,,,,,1095
خطير,dangerous,,adjective,also,خِطِر,,elative,أخْطر,,1096
هَيْدا الحَيَوان مِش خطير.‌,That animal isn't dangerous.,,,,,,,,,1097
خفّض,lower;decrease,,verb,imperfect,يْخفِّض,,,,,1098
المحلّ خفّض أسْعارو.‌,The store lowered its prices.,,,,,,,,,1099
خفّف,slow down;go slowly;decrease,,verb,imperfect,يْخفِّف,,,,,1100
"عم بِتْسوق بْسِرْعة، خفِّف!‌",You're driving fast! Slow down!,,,,,,,,,1101
المحلّ خفّف سِعِر المُنْتجات.‌,The store decreased the price of the products.,,,,,,,,,1102
خلّص,complete;finish;save,,verb,imperfect,يْخلِّص,,,,,1103
خلّصِت دِراسِتا.‌,She completed her studies.,,,,,,,,,1104
خلّص فرْضو.‌,He finished his homework.,,,,,,,,,1105
الدُّكْتور خلّص حَياتي.‌,The doctor saved my life.,,,,,,,,,1106
خِلِص,end;stop,,verb,imperfect,يِخْلص,,,,,1107
الحرِب خِلْصِت.‌,The war ended.,,,,,,,,,1108
خلْطة,mix,,noun,,,,,,,1109
بِسْتعْمِل خليط خُضْرة لهَيْدا الصّحِن.‌,I use a mix of vegetables for this dish.,,,,,,,,,1110
خِلِق,be born,,verb,imperfect,يِخْلق,,,,,1111
بِنْت ندى خِلْقِت بِالعيد.‌,The Nada's daughter was born on the holiday.,,,,,,,,,1112
خلّى,keep;make;cause;let;allow,,verb,imperfect,يْخلّي,,,,,1113
خلِّت كِلّ الرّسايِل يَلّي بعتُن.‌,She kept all the letters he sent.,,,,,,,,,1114
خلّاها تِبْكي.‌,He made her cry.,,,,,,,,,1115
خلّى لَوْلادو يِحْضروا هَيْدا الفيلْم.‌,He allowed his children to watch this movie.,,,,,,,,,1116
خمْسِة,five,,number,,,,,,,1117
عِنْدي خمْس بْسَيْنات.‌,I have five cats.,,,,,,,,,1118
خمْسْطعِش,fifteen,,number,,,,,,,1119
في خمْسْتعْشر تِلْميذ.‌,There are fifteen students.,,,,,,,,,1120
خمْسين,fifty,,number,,,,,,,1121
المزْرعة فِيا خمْسين دْجاجِة.‌,The farm has fifty chickens.,,,,,,,,,1122
خميس,Thursday,,noun,plural,إيّام الخميس,,,,,1123
بْشوفك الخميس!‌,I'll see you on Thursday!,,,,,,,,,1124
خنْزير,pig,,noun,plural,خْنازير,,,,,1125
الِوْلاد قروا قُصِّةْ التّْلات خْنازير.‌,The kids read the story of the three pigs.,,,,,,,,,1126
خوْف,fear,,noun (no plural),,,,,,,1127
ما قال شي مِن الخوْف إنّو يِجْرحا.‌,He said nothing for fear of hurting her.,,,,,,,,,1128
خوّف,frighten;scare,,verb,imperfect,يْخوِّف,,,,,1129
الِخْيال خوّف الصّبي.‌,The shadow scared the boy.,,,,,,,,,1130
خيّ,brother,,noun,plural,إخْوِة,,,,,1131
عِنْدي خيّ وإخْتيْن.‌,I have one brother and two sisters.,,,,,,,,,1132
خَيار,selection;choice,,noun,,,,,,,1133
في خَيارات تْياب كْبيرِة بِالمحلّ.‌,There is a wide selection of clothes in the store.,,,,,,,,,1134
خْيال,shadow,,noun,,,,,,,1135
شِفِت خْيالك.‌,I saw your shadow.,,,,,,,,,1136
خَيْفان,afraid,,adjective,,,,,,,1137
ربيع خَيْفان إنّو بيّو يْقاصِصو.‌,Rabih is afraid that his father will punish him.,,,,,,,,,1138
دائِرة,circle;department;office,,noun,plural,دَوائر,,,,,1139
ما بِقْدر إرْسم دائِرة مْنيح.‌,I can't draw a circle well.,,,,,,,,,1140
راحِت عَ دايْرِةْ البوْليس.‌,She went to the police department.,,,,,,,,,1141
دار,circle;go around,,verb,imperfect,يْدور,,,,,1142
الأرِض بِتْدور حَوْل الشّمِس.‌,The earth goes around the sun.,,,,,,,,,1143
دافي,warm,,adjective,elative,أدْفا,,,,,1144
المكان كان دافي.‌,The place was warm.,,,,,,,,,1145
داق,taste,,verb,imperfect,يْدوق,,,,,1146
دوق الشّوْرْبة. طيّْبِة!‌,Taste the soup. It's delicious!,,,,,,,,,1147
دايْماً,always;often,,adverb,,,,,,,1148
بْروح دايْماً عَ مطْعم مُنير.‌,I always go to Munir restaurant.,,,,,,,,,1149
بْروح عالسّينِما دايْماً.‌,I often go to the cinema.,,,,,,,,,1150
دِبّ,bear,,noun,plural,دِبب,,,,,1151
الدِّبّ حَيَوان تْقيل.‌,The bear is a heavy animal.,,,,,,,,,1152
دِبّان,flies,,collective noun,,,,,,,1153
في كْتير دِبّان حَوْل الزّْبالِة.‌,There are many flies around the garbage.,,,,,,,,,1154
دبّوس,pin,,noun,plural,دْبابيس,,,,,1155
في دبّوس بِشعْرا.‌,There is a pin in her hair.,,,,,,,,,1156
دْجاج,chickens;hens;(meat) chicken,,collective noun,singular,دْجاجِة,,,,,1157
دْجاجْتي بْتعْطي بيْضة وِحْدِة كِلّ يوْم.‌,My chicken gives one egg every day.,,,,,,,,,1158
بدّك دْجاج أَوْ سمك؟‌,Do you want chicken or fish?,,,,,,,,,1159
دْجِم,gym,,noun,,,,,,,1160
بْيِرْفع أَوْزان بِالدّْجِم.‌,He lifts weights in the gym.,,,,,,,,,1161
دْجينْز,jeans,,noun,,,,,,,1162
بْيِلْبُس دايْماً دْجينْز مع قميص.‌,He always wears jeans with a shirt.,,,,,,,,,1163
دِخّان,smoke,,noun,,,,,,,1164
بِكْره ريحِةْ الدِّخّان.‌,I hate the smell of smoke.,,,,,,,,,1165
دخل,enter,,verb,imperfect,يِدْخُل,,,,,1166
فتحْت الباب لإدْخُل عالبيْت.‌,I opened the door to enter the room.,,,,,,,,,1167
دخّن,smoke,,verb,imperfect,يْدخِّن,,,,,1168
ما بْدخِّن.‌,I don't smoke.,,,,,,,,,1169
دِراسِة,studies;studying,,noun,,,,,,,1170
بدّا تْخلِّص دِراسِتا برّا.‌,She wants to finish her studies abroad.,,,,,,,,,1171
دُرة,corn,,noun (no plural),,,,,,,1172
بْيِزْرعوا دُرة بِالمزْرعة.‌,They grow corn on the farm.,,,,,,,,,1173
درْجِة,step,,noun,,,,,,,1174
هيِّن. في بسّ تْلات درْجات.‌,It's easy. There are only three steps.,,,,,,,,,1175
درس,study,,verb,imperfect,يِدْرُس,,,,,1176
عم يِدِرْسوا هنْدسِة.‌,They are studying engineering.,,,,,,,,,1177
درِس,lesson,,noun,plural,دْروس,,,,,1178
تْعلّمِت درِس مِن أخْطائي.‌,I learned a lesson from my mistakes.,,,,,,,,,1179
درك,police,,noun (no plural),,,,,,,1180
