طاع,obey,,verb,imperfect,يْطيع,,,,,1889
التّْلاميذ لازِم يْطيعوا الِقْوانين.‌,Students should obey the rules.,,,,,,,,,1890
طاوْلِة,table,,noun,,,,,,,1891
خلّينا نِقْعُد عالطّاوْلِة تناكُل.‌,Let's sit at the table to eat.,,,,,,,,,1892
طُبّ,medicine,,noun (no plural),,,,,,,1893
إبْني بدّو يِدْرُس طُبّ.‌,My son wants to study medicine.,,,,,,,,,1894
طبّاخ,cook;chef,,noun,,,,,,,1895
المطْعم عِنْدو طبّاخ إيطالي.‌,The restaurant has an Italian chef.,,,,,,,,,1896
طبخ,cook,,verb,imperfect,يِطْبُخ,,,,,1897
ما بدّي إطْبُخ شي اليوْم.‌,I don't want to cook anything today.,,,,,,,,,1898
طبق,plate;dish,,noun,plural,طْباق,,,,,1899
حطّ الأكِل عَ طبق حِلو.‌,He placed the food on a beautiful plate.,,,,,,,,,1900
طبْقة,(school) desk,,noun,,,,,,,1901
نِسي كْتابو بِطبْقِةْ المدْرسِة.‌,He forgot his book in his school desk.,,,,,,,,,1902
طبيعة,nature;nature;character;disposition,,noun,,,,,,,1903
بْحِبّ أفْلام عن الطّبيعة.‌,I like documentaries about nature.,,,,,,,,,1904
هَيْدا الكلِب عِنْدو طبيعة حِلْوِة.‌,This dog has a good nature.,,,,,,,,,1905
طْحين,flour,,noun (no plural),,,,,,,1906
بدّي طْحين لأعْمِل كيْك.‌,I need flour to make a cake.,,,,,,,,,1907
طرح,introduce,,verb,imperfect,يِطْرح,,,,,1908
طرح الإسْتاذ مَوْضوع مْهِمّ للنِّقاش.‌,The teacher introduced an important topic for discussion.,,,,,,,,,1909
طرد,fire;dismiss,,verb,imperfect,يِطْرُد,,,,,1910
طرد الِمْوَظّف.‌,He fired the employee.,,,,,,,,,1911
طرف,side;edge;margin;border,,noun,plural,طْراف,,,,,1912
الدّائِرة ما عِنْدا طْراف.‌,A circle doesn't have sides.,,,,,,,,,1913
رسمِت عَ طرف الوَرْقة.‌,She drew on the border of the paper.,,,,,,,,,1914
طري,soft,,adjective,,,,,,,1915
شْتريْت للبيْبي لِعْبِة طرية.‌,I bought the baby a soft toy.,,,,,,,,,1916
طريق,road;path;way;route,,noun,plural,طُرْقات,,,,,1917
في شجر جنْب الطّريق.‌,There are trees along the road.,,,,,,,,,1918
بَيْتي مِن هالطّريق!‌,My house is this way!,,,,,,,,,1919
طريقة,method;way,,noun,plural,طُرُق,,,,,1920
الِمْعلّْمِة فرْجِت الصّبي الطّريقة لَيِكْتُب إسْمو.‌,The teacher showed the boy the way to write his name.,,,,,,,,,1921
طعْمى,feed,,verb,imperfect,يْطعْمي,,,,,1922
طعْمِت البيْبي.‌,She fed the baby.,,,,,,,,,1923
طُفُل,child;baby,,noun,plural,أطْفال,,,,,1924
الطُّفُل عم يِلْعب بِالجّْنَيْنِة.‌,The child is playing in the garden.,,,,,,,,,1925
طفّى,turn off,,verb,imperfect,يْطّفي,,,,,1926
طفّيت الضّوّ؟‌,Did you turn off the light?,,,,,,,,,1927
طقِس,weather,,noun,plural,طُقوس,,,,,1928
الطّقِس مِش مْنيح.‌,The weather is bad.,,,,,,,,,1929
طقية,(hat) cap,,noun,,,,,,,1930
لِبِس طقية لَيِحْمي حالو مِن الشّمِس.‌,He wore a cap to protect himself from the sun.,,,,,,,,,1931
طلب,order,,verb,imperfect,يِطْلُب,,,,,1932
طلبِت أكِل.‌,She ordered food.,,,,,,,,,1933
طلبية,order,,noun,,,,,,,1934
الطّلبية وِصْلِت اليوْم.‌,The order arrived today.,,,,,,,,,1935
طِلِع,get on;get in;board,,verb,imperfect,يِطْلع,,,,,1936
طِلِع عالطّيارة.‌,He got on the plane.,,,,,,,,,1937
طْنعِش,twelve,,number,,,,,,,1938
شْتريْت طْنعْشر بيْضة مِن المحلّ.‌,I bought twelve eggs at the store.,,,,,,,,,1939
طول,length;height,,noun (no plural),,,,,,,1940
شو طول الفيلْم؟‌,What is the length of the movie?,,,,,,,,,1941
طول هَيْدا الجّبل كْبير.‌,The height of this mountain is great.,,,,,,,,,1942
طَوى,fold,,verb,imperfect,يِطْوي,,,,,1943
طَوى الوَرْقة.‌,He folded the paper.,,,,,,,,,1944
طَويل,long;tall,,adjective,elative,أطْوَل,,plural,طْوال,,1945
شعْرا طَويل.‌,She has long hair.,,,,,,,,,1946
عمّو رِجّال طَويل.‌,His uncle is a tall man.,,,,,,,,,1947
طيّارة,plane,,noun,,,,,,,1948
سافرِت بِالطّيّارة.‌,I traveled by plane.,,,,,,,,,1949
طيِّب,delicious,,adjective,elative,أطْيَب,,,,,1950
الأكل كْتير طيِّب.‌,The food is very delicious.,,,,,,,,,1951
طيِّب,okay;all right,,interjection,,,,,,,1952
"طيِّب، لح إجي بُكْرا!‌",Okay;I will come tomorrow!,,,,,,,,,1953
ظِلّ,shade,,noun,plural,ظْلول,,,,,1954
بْحِبّ إقعُد بِالظِّلّ.‌,I like to sit in the shade.,,,,,,,,,1955
ظلّل,shade,,verb,imperfect,يْظلِّل,,,,,1956
ظلّلِت شْبابيكي.‌,I shaded my windows.,,,,,,,,,1957
عَ/عَـ,on;to,,preposition,also,على,,,,,1958
الأكِل عالطّاوْلِة.‌,The food is on the table.,,,,,,,,,1959
الِوْلاد بيروحوا عالمدْرسِة الصُّبُح.‌,The children go to school in the morning.,,,,,,,,,1960
عَ مهْلو‌,slowly,,adverb,,,,,,,1961
بْليز سوق عَ مهْلك.‌,Please drive slowly.,,,,,,,,,1962
عائلي,family-,,adjective,,,,,,,1963
هَيْدي مِشِكْلِة عائِلية.‌,It's a family problem.,,,,,,,,,1964
عاد,repeat,,verb,imperfect,يْعيد,,,,,1965
عادِت نفْس الغلْطة.‌,She repeated the same mistake.,,,,,,,,,1966
عاد,return;go back;come back,,verb,imperfect,يْعود,,,,,1967
عاد مِن الشِّغِل بعْد الضُّهُر.‌,He returned from work in the afternoon.,,,,,,,,,1968
عادِة,habit;custom,,noun,,,,,,,1969
التِّدْخين عادِة مِش مْنيحة.‌,Smoking is a bad habit.,,,,,,,,,1970
بِالعادِة‌,usually,,adverb,,,,,,,1971
عادةً,usually,,adverb,,,,,,,1972
باخُد بِالعادِة تاكْسي عالشِّغِل.‌,I usually take a taxi to work.,,,,,,,,,1973
عادِل,fair,,adjective,elative,أعْدل,,,,,1974
المُباراةْ كانِت عادْلِة.‌,The game was fair.,,,,,,,,,1975
عار,lend,,verb,imperfect,يْعير,,,,,1976
فيك تْعيرْني سِيّارْتك؟‌,Can you lend me your car?,,,,,,,,,1977
عارْضِةْ أزْياء,fashion model,,noun,,,,,,,1978
بْتِشْتِغِل كعارْضِةْ أزْياء.‌,She works as a model.,,,,,,,,,1979
عاش,live,,verb,imperfect,يْعيش,,,,,1980
بيعيشوا مع بعِض.‌,They live together.,,,,,,,,,1981
عاصْفِة,storm,,noun,plural,عَواصِف,,,,,1982
العاصْفِة دمّرِت البيْت.‌,The storm damaged the house.,,,,,,,,,1983
عاقِل,wise,,adjective,elative,أعْقل,,,,,1984
إنْتَ رِجّال عاقِل!‌,You're a wise man!,,,,,,,,,1985
عالم,world,,noun,plural,عَوالِم,,,,,1986
اللِّبْنانية بيعيشوا حَوْل العالم.‌,Lebanese live all over the world.,,,,,,,,,1987
عالي,high,,adjective,elative,أعْلى,,,,,1988
الحيْط عالي.‌,The wall is high.,,,,,,,,,1989
عامّ,public,,adjective,,,,,,,1990
هَيْدا البحِر العامّ مجّاني.‌,This public beach is free.,,,,,,,,,1991
عام,float,,verb,imperfect,يْعوم,,,,,1992
الصّبي تْعلّم كيف يْعوم.‌,The boy learned how to float.,,,,,,,,,1993
عبِر,across;over,,preposition,,,,,,,1994
الخبر مِنْتِشِر عبْر القارّات.‌,The news has spread across the continents.,,,,,,,,,1995
عبّى,fill,,verb,imperfect,يْعبّي,,,,,1996
عبّى القنينِة ميّ.‌,I filled the bottle with water.,,,,,,,,,1997
عتْمِة,dark,,noun (no plural),,,,,,,1998
ما فِيي شوف بِالعتْمِة.‌,I can't see in the dark.,,,,,,,,,1999
عْتمد عَ,depend on,,verb,imperfect,يِعْتِمِد,,,,,2000
السِّعِر بْيِعْتِمِد عالكمّية.‌,The price depends on the quantity.,,,,,,,,,2001
عجيبِة,wonder;marvel,,noun,plural,عجايِب,,,,,2002
في سبِع عجايِب بِالعالم.‌,There are seven wonders in the world.,,,,,,,,,2003
عدّ,count,,verb,imperfect,يْعِدّ,,,,,2004
الصّبي بْيِقْدر يْعِدّ للعشْرة.‌,The boy can count to ten.,,,,,,,,,2005
عدد,number;figure,,noun,plural,أعْداد,,,,,2006
عدد النّاس بِالعالم عم يْزيد.‌,The number of people in the world is increasing.,,,,,,,,,2007
عدُوّ,enemy,,noun,plural,أعْداء,,,,,2008
حارب العدُوّ.‌,He fought the enemy.,,,,,,,,,2009
عربي,Arabic,,noun (no plural),,,,,,,2010
ما بِحْكي عربي مْنيح.‌,I don't speak Arabic well.,,,,,,,,,2011
عربي شامي‌,Levantine Arabic,,noun,,,,,,,2012
بْعلِّم عربي شامي.‌,I teach Levantine Arabic.,,,,,,,,,2013
عِرِس,wedding,,noun,plural,أعْراس,,,,,2014
عِرْسُن بِالصّيْف.‌,Their wedding is in the summer.,,,,,,,,,2015
عرض,introduce,,verb,imperfect,يُعْرُض,,,,,2016
عرض الإسْتاذ مَوْضوع مْهِمّ للنِّقاش.‌,The teacher introduced an important topic for discussion.,,,,,,,,,2017
عرِض,display;show;offer;proposal;width;breadth,,,plural,عُروض,,,,,2018
عرِض الأسْعار مِش مزْبوط.‌,The display of prices is not correct.,,,,,,,,,2019
ليْش رفضِت عرْضُن؟‌,Why did you refuse their offer?,,,,,,,,,2020
قِسِت عرْض التّخِت.‌,I measured the width of the bed.,,,,,,,,,2021
عِرِف,know,,verb,imperfect,يَعْرِف,,,,,2022
سِتّي بْتعْرِف كيف تِطْبُخ أكِل صُحّي.‌,My grandma knows how to cook healthy food.,,,,,,,,,2023
عرّف,introduce,,verb,imperfect,يْعرِّف,,,,,2024
عرّفْني عَ أهْلو.‌,He introduced me to his parents.,,,,,,,,,2025
عروسة,bride,,noun,plural,عرايِس,,,,,2026
العروسة شكْلا حِلو بْهالْفُسْتان.‌,The bride looks beautiful in that dress!,,,,,,,,,2027
عروسِةْ ــ‌,(sandwich) __ pita wrap,,noun,,,,,,,2028
أكلِت عروسِةْ جِبْنِة عالغدا.‌,I had a pita wrap with cheese for lunch.,,,,,,,,,2029
عزم,invite,,verb,imperfect,يِعْزُم,,,,,2030
عزمِت رِفْقاتي عالعشا.‌,I invited my friends to dinner.,,,,,,,,,2031
عشا,dinner,,noun,plural,عشاوات,,,,,2032
باكُل العشا مْأخّر.‌,I eat dinner late.,,,,,,,,,2033
عشان,because,,conjunction,,,,,,,2034
الصّبي تعْبان عشانو مريض.‌,The boy is tired because he is ill.,,,,,,,,,2035
عشان هيْك‌,therefore;so,,adverb,,,,,,,2036
"شتِّت، عشان هيْك بْقيت بِالبيْت.‌",It rained;so I stayed at home.,,,,,,,,,2037
عِشِب,grass,,noun,plural,أعْشاب,,,,,2038
العِشِب أخْضر.‌,The grass is green.,,,,,,,,,2039
عشْرة,ten,,number,,,,,,,2040
خمْسِة وخمْسِة بْيَعْمْلوا عشْرة.‌,Five plus five makes ten.,,,,,,,,,2041
عِشْرين,twenty,,number,,,,,,,2042
تْزوّجوا مِن عِشْرين سِنِة.‌,They got married twenty years ago.,,,,,,,,,2043
عصِر,era;century,,noun,plural,عُصور,,,,,2044
المدينِة تْغيّرِت عبْر العُصور.‌,The city changed over the centuries.,,,,,,,,,2045
عصْري,modern,,adjective,,,,,,,2046
شْترِت فرِش عصْري.‌,She bought modern furniture.,,,,,,,,,2047
عصْفور,bird,,noun,plural,عصافير,,,,,2048
العصْفور عم يْغنّي عالشّجْرة.‌,The bird is singing in the tree.,,,,,,,,,2049
عصير,juice,,noun,plural,عصايِر,,,,,2050
"ما بِشْرب كْتير ميّ، بْفضِّل العصير.‌",I don't drink a lot of water;I prefer juice.,,,,,,,,,2051
عضْمِة,bone,,noun,plural,عضام,,,,,2052
الكلِب لقى عضْمِة بِالرّمِل عالبحِر.‌,The dog found a bone in the sand at the beach.,,,,,,,,,2053
عُضو,member,,noun,plural,أعْضاء,,,,,2054
أعْضاء الفريق بْيِشْتِغْلوا مع بعِض.‌,The members of the team work together.,,,,,,,,,2055
عُطْلِة,vacation;weekend,,noun,plural,عُطل,,,,,2056
أنا عنْجدّ بْحاجِة لعُطْلِة!‌,I really need a vacation!,,,,,,,,,2057
شو عامِل بِالعُطْلِة؟‌,What are you doing on the weekend?,,,,,,,,,2058
عطى,give,,verb,imperfect,يَعْطي,,,,,2059
عْطيني المفاتيح.‌,Give me the keys.,,,,,,,,,2060
عفْش,furniture,,noun (no plural),,,,,,,2061
سِتّي شْترِت عفْش جْديد.‌,My grandma bought new furniture.,,,,,,,,,2062
عفْواً,excuse me;sorry,,interjection,,,,,,,2063
"عفْواً، فيني إسْتعْمِل قلمك؟‌",Sorry;can I use your pen?,,,,,,,,,2064
عقِد,necklace,,,plural,عْقود,,,,,2065
لابْسِة عقِد غالي.‌,She is wearing an expensive necklace.,,,,,,,,,2066
عقِل,mind,,noun,plural,عْقول,,,,,2067
الرّْياضة مْنيحة للجِسِم والعقِل.‌,Exercise is good for the body and the mind.,,,,,,,,,2068
عكِس,opposite,,noun (no plural),,,,,,,2069
بِنْتي عِمْلِت عكِس شو قِلْتِلّا.‌,My daughter did the opposite of what I told her.,,,,,,,,,2070
علامِة,mark;sign;symbol;grade;score,,noun,,,,,,,2071
خيّي عِنْدو علامِة عَ خدّو اليَمين.‌,My brother has a mark on his right cheek.,,,,,,,,,2072
التِّلْميذ أخد علامِة مِش مْنيحة عالإمْتِحان.‌,The student got a bad score on the examination.,,,,,,,,,2073
عِلْبِة,box,,noun,plural,عِلب,,,,,2074
خبِّت المصاري بِعِلْبِة صْغيرِة.‌,She hid the money in a little box.,,,,,,,,,2075
علّق,hang,,verb,imperfect,يْعلِّق,,,,,2076
علِّق الصّورة فوْق الطّوْلِة.‌,Hang the picture above the table.,,,,,,,,,2077
علم,flag,,noun,plural,أعْلام,,,,,2078
"علم لِبْنان أحْمر، أَبْيَض و أخْضر.‌",The flag of Lebanon is red;white;and green.,,,,,,,,,2079
عِلِم,science;knowledge;education,,noun,plural,عُلوم,,,,,2080
بْحِبّ إدْرُس عِلِم الكُمْبْيوتِر.‌,I like to study computer science.,,,,,,,,,2081
العِلِم كْتير مْنيح بِأوروبّا.‌,Education is very good in Europe.,,,,,,,,,2082
علّم,teach;mark;label,,verb,imperfect,يْعلِّم,,,,,2083
بْعلِّم إنْجْليزي.‌,I teach English.,,,,,,,,,2084
علّمِت إسِم إبْني عالقنينِة.‌,I marked my child's name on the bottle.,,,,,,,,,2085
علني,public,,adjective,,,,,,,2086
بدّو يَعْطي خِطاب علني.‌,He wants to give a public speech.,,,,,,,,,2087
على,on;to,,preposition,also,عَ,,,,,2088
الأكِل على الطّاوْلِة.‌,The food is on the table.,,,,,,,,,2089
الِوْلاد بيروحوا على المدْرسِة الصُّبُح.‌,The children go to school in the morning.,,,,,,,,,2090
علّى,raise;elevate;lift up,,verb,imperfect,يْعلّي,,,,,2091
المحلّ علّى أسْعارو.‌,The store raised its prices.,,,,,,,,,2092
عم,be __ing,,particle,,,,,,,2093
شو عم تعْمِل هلّأ؟‌,What are you doing now?,,,,,,,,,2094
ما عم باكُل مْنيح بِهالإيّام.‌,I'm not eating well these days.,,,,,,,,,2095
وعم‌,while,,conjunction,,,,,,,2096
بْتِحْكي هِيِّ وعمّ تاكُل.‌,She talks while she eats.,,,,,,,,,2097
عمّ,(paternal) uncle,,noun,plural,عْموم,,,,,2098
الشِّرْكِة اللي بْيِشْتِغِل فِيا لعمّو.‌,The company that he works for is his uncle's.,,,,,,,,,2099
عمِّة,(paternal) aunt,,noun,,,,,,,2100
عمِّةْ جاد صْغيرِة.‌,Jad's aunt is young.,,,,,,,,,2101
عمْتو,(paternal) auntie,,noun (no plural); f.,,,,,,,2102
"عمْتو، عْطيني المِعْلقة.‌",Auntie;give me the spoon.,,,,,,,,,2103
عُمُر,age,,noun,plural,أعْمار,,,,,2104
قدّيْش عُمْرك؟‌,How old are you?,,,,,,,,,2105
عمّر,build,,verb,imperfect,يْعمِّر,,,,,2106
لح يْعمّْروا بِنايِة جْديدِة هوْن.‌,They're going to build a new building here.,,,,,,,,,2107
عمل,do;make,,verb,imperfect,يَعْمِل,,,,,2108
شو بْتعْمِل بِوَقْت الفراغ؟‌,What do you do in your free time?,,,,,,,,,2109
الصّبي عمل رسْمِة لَإمّو.‌,The boy made a drawing for his mom.,,,,,,,,,2110
عمل حالو‌,act;behave,,verb,,,,,,,2111
بْيَعْمِل حالو غبي أَوْقات.‌,He acts stupid sometimes.,,,,,,,,,2112
عِمْلِة معْدنية,coin,,noun,,,,,,,2113
ترك كم عِمْلِة معْدنية عالطّاوْلِة.‌,He left some coins on the table.,,,,,,,,,2114
عْموْل معْروف,please,,interjection,,,,,,,2115
"عْموْل معْروف، ساعِدْني!‌",Please;help me!,,,,,,,,,2116
عميق,deep,,adjective,elative,أعْمق,,,,,2117
المسْبح عميق.‌,The pool is deep.,,,,,,,,,2118
عن,about,,preposition,,,,,,,2119
الفيلْم بْيِحْكي عن حَياتو الخاصّة.‌,The movie is about his private life.,,,,,,,,,2120
عن جْديد‌,again,,adverb,,,,,,,2121
إتِّصِل عن جْديد.‌,Call again.,,,,,,,,,2122
عنْجدّ/عن جدّ,really,,adverb,,,,,,,2123
عنْجدّ حبّ الفيلْم.‌,He really liked the movie.,,,,,,,,,2124
عِنْد,by;at;in one's country;where one is from,,preposition,,,,,,,2125
حطّ الرِّسالِة عِنْد الباب.‌,He put the letter by the door.,,,,,,,,,2126
كْتير شوْب بالصّيْف عِنْدْكُن؟‌,Is it very hot in the summer where you're from?,,,,,,,,,2127
عِنْدو‌,have,,pseudo-verb,,,,,,,2128
عِنْدو إمْتِحان بُكْرا.‌,He has an examination tomorrow.,,,,,,,,,2129
رامي عِنْدو إمْتِحان بُكْرا.‌,Rami has an examination tomorrow.,,,,,,,,,2130
عنْزِة,goat,,noun,,,,,,,2131
ما بْحِبّ حليب العنْزِة.‌,I don't like goat milk.,,,,,,,,,2132
عِنْوان,title;address,,noun,plural,عناوين,,,,,2133
ما فِيي إتْذكّر عِنْوان الِكْتاب.‌,I can't remember the book's title.,,,,,,,,,2134
لح إكْتِبْلك عِنْواني.‌,I'll write down my address for you.,,,,,,,,,2135
عنى,mean,,verb,imperfect,يِعْني,,,,,2136
شو بْتِعْني هَيْدي الكِلْمِة؟‌,What does this word mean?,,,,,,,,,2137
عَوْدِة,return,,noun (no plural),,,,,,,2138
بِنْتطُر بِالبيْت عَوْدِةْ وْلادي مِن المدْرسِة.‌,I wait at home for the return of my kids from school.,,,,,,,,,2139
عْوَيْنات,glasses,,plural noun,,,,,,,2140
بْيِلْبُس عْوَيْنات لشوف أحْسن.‌,She wears glasses to see better.,,,,,,,,,2141
عيد,holiday,,noun,plural,أعْياد,,,,,2142
بْسافِر بِالعيد.‌,I'm traveling on the holiday.,,,,,,,,,2143
عيد ميلاد‌,birthday,,noun,plural,أعْياد ميلاد,,,,,2144
أَيْمْتى عيد ميلادك؟‌,When is your birthday?,,,,,,,,,2145
عيّط,shout;yell,,verb,imperfect,يْعيِّط,,,,,2146
كان لازِم نْعيِّط لِأنّ الموسيقى كانِت عالْيِة.‌,We had to shout because the music was loud.,,,,,,,,,2147
الِوْلاد بيحِبّوا يْعَيّْطوا لمّن يِلْعبوا.‌,Kids like to yell when they play.,,,,,,,,,2148
عَيْلِة,family,,noun,plural,عِيَل,,,,,2149
عزم عَيْلْتو عالعشا.‌,He invited his family to dinner.,,,,,,,,,2150
عيْن,eye,,noun; f.,plural,عْيون,,,,,2151
عْيونا عم يِرْعوها.‌,Her eyes are itching her.,,,,,,,,,2152
غابِة,forest,,noun,,,,,,,2153
النّار دمّرِت الغابِة.‌,The fire destroyed the forest.,,,,,,,,,2154
غاتو,cake,,noun,plural,غاتويات,,,,,2155
هَيْدا الغاتو كْتير طيِّب!‌,This cake is delicious!,,,,,,,,,2156
غارْسوْن,waiter,,noun,plural,غارْسوْنية,,,,,2157
ما شِفِت الغارْسوْن لنُصّ ساعة.‌,I haven't seen our waiter for half an hour.,,,,,,,,,2158
غارْسوْنِة,waitress,,noun,,,,,,,2159
شْتغلِت غارْسوْنِة لخمْس سْنين.‌,I worked as a waitress for five years.,,,,,,,,,2160
غالي,expensive,,adjective,elative,أغْلى,,,,,2161
الخاتِم غالي.‌,The ring is expensive.,,,,,,,,,2162
غامِق,dark,,adjective,elative,أغْمق,,,,,2163
لابِس قميص أحْمر غامِق.‌,He's wearing a dark red shirt.,,,,,,,,,2164
غبْرة,dust,,noun (no plural),,,,,,,2165
كان في كْتير غبْرة عالكُتُب.‌,There was a lot of dust on the books.,,,,,,,,,2166
غبي,stupid;silly,,adjective,plural,أَغْبِيا,,,,,2167
بْيَعْمِل حالو غبي أَوْقات.‌,He acts stupid sometimes.,,,,,,,,,2168
غدا,lunch,,noun,plural,غداوات,,,,,2169
باكُل غدايي بِالشِّغِل.‌,I eat my lunch at work.,,,,,,,,,2170
غرِب,west,,noun (no plural),,,,,,,2171
الهَوا جايي مِن الغرِب.‌,The wind is coming from the west.,,,,,,,,,2172
غِرْفِة,room,,noun,plural,غِرف,,,,,2173
دهنِت الغِرْفِة زهِر.‌,I painted the room pink.,,,,,,,,,2174
غِرْفِةْ سُفْرة‌,dining room,,noun,plural,غِرف سُفْرة,,,,,2175
ما بْياكْلوا بِغِرْفِةْ السُّفْرة.‌,They don't eat in the dining room.,,,,,,,,,2176
غِرْفِةْ نوْم‌,bedroom,,noun,plural,غِرف نوْم,,,,,2177
سارة عم تْفتِّش عَ شِقّة فِيا غِرْفِةْ نوْم وِحْدِة.‌,Sarah is looking for an apartment with one bedroom.,,,,,,,,,2178
غِرِق,drown;be inundated,,verb,imperfect,يِغْرق,,,,,2179
الصّبي غِرِق بِالنّهِر.‌,The boy drowned in the river.,,,,,,,,,2180
المدينِة غِرْقِت مِن الفَيَضان.‌,The city was inundated in the flood.,,,,,,,,,2181
غريب,strange,,adjective,elative,أغْرب,,,,,2182
مِنْعيش بِعالم غريب.‌,We live in a very strange world.,,,,,,,,,2183
غزال,deer,,noun,plural,غِزْلان,,,,,2184
شِفِت غزال بِالغابِة.‌,I saw a deer in the forest.,,,,,,,,,2185
غسّل,wash,,verb,imperfect,يْغسِّل,,,,,2186
غسّل التِّفاحة قبِل ما ياكِلا.‌,He washed the apple before eating it.,,,,,,,,,2187
غشّ,deceive;con,,verb,imperfect,يْغِشّ,,,,,2188
غشّْني بِالمُنْتج.‌,He deceived me about the product.,,,,,,,,,2189
غطّى,cover;block,,verb,imperfect,يْغطّي,,,,,2190
النِّسْوان بيغطّوا شعْرُن بِالجّامِع.‌,Women cover their hair in the mosque.,,,,,,,,,2191
البِنايِة الجّْديدِة غطِّت المنْظر.‌,The new building blocked the view.,,,,,,,,,2192
غلط,wrong;bad,,adjective; invariable,,,,,,,2193
جَوابك غلط!‌,Your answer is wrong!,,,,,,,,,2194
التِّلْفِزْيوْن غلط للأطْفال.‌,Television is bad for children.,,,,,,,,,2195
غلْطة,mistake,,noun,plural,أغْلاط,,,,,2196
تْعلّم مِن أغْلاطو.‌,He learned from his mistakes.,,,,,,,,,2197
غلى,boil,,verb,imperfect,يِغْلي,,,,,2198
الشّاي عم يِغْلي.‌,The tea is boiling.,,,,,,,,,2199
غني,rich,,adjective,elative,أغْنى,,plural,أغْنِيا,,2200
النّاس الأغْنِيا لازِم يْساعْدوا الفُقرا.‌,Rich people should help the poor.,,,,,,,,,2201
غنّى,sing,,verb,imperfect,يْغنّي,,,,,2202
بِتْحِبّ تْغنّي.‌,She loves to sing.,,,,,,,,,2203
غِنّية,song,,noun,plural,أغاني,,,,,2204
شو غِنّيتك المُفضّلِة؟‌,What is your favorite song?,,,,,,,,,2205
غيتار,guitar,,noun,,,,,,,2206
إبْني بْيِلْعب غيتار.‌,My son plays the guitar.,,,,,,,,,2207
غيْر,other;another,,determiner,,,,,,,2208
بْحِبّ إتْعلّم غيْر لُغات.‌,I like to learn other languages.,,,,,,,,,2209
عْطيني غيْر قْياس مِن هَيْدا الفُسْتان.‌,Give me another size of this dress.,,,,,,,,,2210
غيّر,change,,verb,imperfect,يْغيِّر,,,,,2211
غيّر تْيابو بعْد النّادي.‌,He changed his clothes after the gym.,,,,,,,,,2212
غيْمِة,cloud,,noun,plural,غْيوم,,,,,2213
ما في غيْمِة بِالسّما.‌,There isn't a cloud in the sky.,,,,,,,,,2214
فَ/فـ/فا,so;therefore,,conjunction,,,,,,,2215
"لقط الطّابِة، فَ رِبِح.‌",He caught the ball;so he won.,,,,,,,,,2216
فات,enter,,verb,imperfect,يْفوت,,,,,2217
فتحْت الباب لفوت عالبيْت.‌,I opened the door to enter the house.,,,,,,,,,2218
فاجأ,surprise,,verb,imperfect,يْفاجِئ,,,,,2219
فاجأوها لعيد ميلادا.‌,They surprised her for her birthday.,,,,,,,,,2220
فإذاً,so;therefore,,conjunction,,,,,,,2221
"لقط الطّابِة، فإذاً رِبِح.‌",He caught the ball;so he won.,,,,,,,,,2222
فاصِل,break,,noun,plural,فَواصِل,,,,,2223
التِّلْفِزْيوْن لح يْحُطّ الفيلْم بعْد الفاصِل.‌,The TV [channel] will put the movie after the break.,,,,,,,,,2224
فاصولْيا,beans,,collective noun; f.,,,,,,,2225
ماما طبخِت فاصولْيا بِاللّحْمِة.‌,Mom cooked beans with meat.,,,,,,,,,2226
فاضي,empty,,adjective,elative,أفْضى,,,,,2227
العِلْبِة فاضْيِة.‌,The box is empty.,,,,,,,,,2228
فاق,wake up;get up,,verb,imperfect,يْفيق,,,,,2229
بِتْفيق دايْماً بكّير.‌,She always wakes up early.,,,,,,,,,2230
فاكْهة,fruit,,noun,plural,فَواكِه,,,,,2231
إمّي شْترِت تِفّاح وغيْر فَواكِه.‌,My mother bought apples and other fruit.,,,,,,,,,2232
فتح,open,,verb,imperfect,يِفْتح,,,,,2233
فتح الشِّبّاك.‌,He opened the window.,,,,,,,,,2234
فتْرة,(time) period,,noun,,,,,,,2235
هَيْدي فتْرة صعْبِة.‌,This is a difficult period.,,,,,,,,,2236
فتّش,search;look forlook (for),,verb,imperfect,يْفتِّش,,,,,2237
فتّشِت مْنيح بسّ ما لْقيت مفاتيحي.‌,I searched well but didn't find my keys.,,,,,,,,,2238
فحِص,exam(ination);test;(medical) test;analysis,,noun,plural,فْحوصات,,,,,2239
الفحِص بِالمدْرسِة كان هيِّن.‌,The examination at school was easy.,,,,,,,,,2240
ناطِر نتايِج الفحِص.‌,I'm waiting for the test results.,,,,,,,,,2241
فراغ,blank;emptiness,,noun,,,,,,,2242
كْتِبي إسْمِك بِالفراغ.‌,Write your name in the blank.,,,,,,,,,2243
وَقْت الفراغ‌,free time,,noun,,,,,,,2244
شو بْتعْمِل بِوَقْت الفراغ؟‌,What do you do in your free time?,,,,,,,,,2245
فرْجى,show,,verb,imperfect,يْفرْجي,,,,,2246
فرْجِتْني فُسْتانا الجّْديد.‌,She showed me her new dress.,,,,,,,,,2247
فرِد,gun,,noun,plural,فْرودِة,,,,,2248
البوْليس عِنْدو فرِد.‌,The police officer has a gun.,,,,,,,,,2249
فرّز,freeze,,verb,imperfect,يْفرِّز,,,,,2250
فرّز الدّْجاج.‌,He froze the chicken.,,,,,,,,,2251
فرِش,furniture,,noun (no plural),,,,,,,2252
سِتّي شْترِت فرِش جْديد.‌,My grandma bought new furniture.,,,,,,,,,2253
